,loss,score_accuracy,score_distance,val_loss,val_score_accuracy,val_score_distance
0,0.35553571581840515,0.4800654351711273,0.7171691656112671,0.3434431552886963,0.5858511328697205,0.6098987460136414
1,0.32302325963974,0.5397207140922546,0.6321336627006531,0.3220985233783722,0.5073840618133545,0.6570968627929688
2,0.3119675815105438,0.5567163825035095,0.6054560542106628,0.3120473325252533,0.5531748533248901,0.608218789100647
3,0.3038630485534668,0.5695757865905762,0.5855445861816406,0.31144464015960693,0.5770641565322876,0.5840039849281311
4,0.29759374260902405,0.577017068862915,0.5719792246818542,0.30205872654914856,0.5724903345108032,0.5796236991882324
5,0.29154494404792786,0.5853950381278992,0.5578861832618713,0.3016408383846283,0.5770729184150696,0.5742495059967041
6,0.28666558861732483,0.591870903968811,0.546414315700531,0.3005058467388153,0.5784802436828613,0.5719977617263794
7,0.28219521045684814,0.5991846323013306,0.5351886749267578,0.29865774512290955,0.582851767539978,0.5658671259880066
8,0.2781636416912079,0.6043675541877747,0.5264038443565369,0.2970612645149231,0.5834146738052368,0.5630788803100586
9,0.2749367952346802,0.6098759174346924,0.5182941555976868,0.29540231823921204,0.5962037444114685,0.5496565103530884
