,loss,score_accuracy,score_distance,val_loss,val_score_accuracy,val_score_distance
0,0.6189066767692566,0.21080602705478668,1.201948642730713,0.5873511433601379,0.21908126771450043,1.1837456226348877
1,0.5912222862243652,0.21080602705478668,1.2010629177093506,0.5492412447929382,0.21908126771450043,1.1837456226348877
2,0.4479769766330719,0.281665176153183,0.9211691617965698,0.4222068786621094,0.25441697239875793,0.8904593586921692
3,0.308429092168808,0.4738706946372986,0.5899025797843933,0.4111028015613556,0.3604240417480469,0.7773851752281189
4,0.22856593132019043,0.6492471098899841,0.3861824572086334,0.4560565650463104,0.42756184935569763,0.7703180313110352
5,0.16362705826759338,0.75199294090271,0.2666076123714447,0.5021963715553284,0.434628963470459,0.7420494556427002
6,0.12616099417209625,0.8175376653671265,0.1939769685268402,0.5928637981414795,0.43816253542900085,0.7526502013206482
7,0.10756360739469528,0.8538529872894287,0.15766164660453796,0.6489846110343933,0.3816254436969757,0.7844523191452026
8,0.0834447592496872,0.8680248260498047,0.1372896432876587,0.7682092785835266,0.4204947054386139,0.7455830574035645
9,0.0714164674282074,0.8954827189445496,0.10894597321748734,0.7831553220748901,0.4452296793460846,0.7561837434768677
