,loss,score_accuracy,score_distance,val_loss,val_score_accuracy,val_score_distance
0,0.3520180284976959,0.4927137792110443,0.7038721442222595,0.3293921649456024,0.49817487597465515,0.6747499704360962
1,0.31930598616600037,0.5478919744491577,0.6206903457641602,0.31744584441185,0.5115620493888855,0.647878885269165
2,0.3067990839481354,0.5674691796302795,0.5902063250541687,0.3083275854587555,0.5583027601242065,0.5987545251846313
3,0.29800087213516235,0.5806562900543213,0.5690568685531616,0.3052774965763092,0.600408136844635,0.5586546063423157
4,0.2906079590320587,0.5910727381706238,0.5518984794616699,0.3011740446090698,0.5819457769393921,0.5703529715538025
5,0.284331351518631,0.600134551525116,0.5373370051383972,0.3009876012802124,0.5898355841636658,0.5617595314979553
6,0.27857956290245056,0.608473002910614,0.5240334272384644,0.3001013398170471,0.5778117775917053,0.570440948009491
7,0.2738657295703888,0.6156943440437317,0.5125504732131958,0.29446539282798767,0.5977693796157837,0.5482228398323059
8,0.2694777250289917,0.622058093547821,0.5026310682296753,0.29723528027534485,0.6059582829475403,0.5421009659767151
9,0.2654764652252197,0.6276785731315613,0.49390342831611633,0.2943059504032135,0.607374370098114,0.5383275747299194
