,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Rok produkcji,Przebieg,Pojemność skokowa,Moc,Rodzaj napędu,Typ Silnika,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Kolor,Możliwość finansowania,Faktura VAT,Leasing,Kraj pochodzenia,Bezwypadkowy,Stan,price,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Rodzaj koloru,Pierwsza rejestracja,Serwisowany w ASO,Pierwszy właściciel,Gwarancja dealerska (w cenie),Tuning,VAT marża,Okres gwarancji producenta,Liczba pozostałych rat,Miesięczna rata,Opłata początkowa,Wartość wykupu,lub do (przebieg km),Uszkodzony,VIN,Zarejestrowany jako zabytek
5277,Osoby prywatnej,Motocykle,Honda,Hornet,2003,47 100 km,600 cm3,98 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Żółty,,,,,,Używane,8000,SBI 9W51,Tak,,,,,,,,,,,,,,,,
5278,Osoby prywatnej,Motocykle,Inny,Inny,2004,4 351 km,125 cm3,10 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Skuter,Srebrny,,,,Polska,Tak,Używane,3600,NO9831,Tak,Metalik,30/03/2005,,,,,,,,,,,,,,
5279,Osoby prywatnej,Motocykle,Suzuki,Bandit,1999,100 000 km,1 157 cm3,,Łańcuch,Czterosuwowy,Benzyna,,Naked,Czarny,,,,Belgia,,Używane,6500,,Tak,,,,,,,,,,,,,,,,
5280,Firmy,Motocykle,Honda,CB,2007,30 521 km,599 cm3,102 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,Tak,,,Hiszpania,Tak,Używane,15900,,,,,,,,,Tak,,,,,,,,,
5281,Osoby prywatnej,Motocykle,Ducati,Multistrada,2018,28 700 km,1 262 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czerwony,,,,Polska,Tak,Używane,62900,CTR RP01,,,24/05/2018,Tak,,,,,,,,,,,,,
5282,Firmy,Motocykle,Suzuki,Bandit,1999,56 343 km,600 cm3,78 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Niebieski,,,,,,Używane,6900,,,,,,,,,Tak,,,,,,,,,
5283,Firmy,Motocykle,Honda,CB,1996,34 446 km,750 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Zielony,Tak,,,Niemcy,Tak,Używane,12400,,,Metalik,,,,,,Tak,,,,,,,,,
5284,Osoby prywatnej,Motocykle,Indian,FTR,2020,200 km,1 200 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Biały,,,,Niemcy,Tak,Używane,53900,,,Perłowy,,,Tak,,,,01/08/2022,,,,,,,,
5285,Firmy,Motocykle,Yamaha,X-max,2021,1 km,300 cm3,27 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,,Tak,,,Tak,Nowe,31300,,,Metalik,,,,,,,,,,,,,,,
5286,Firmy,Motocykle,Benelli,BN 125,2022,1 km,125 cm3,11 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Szary,Tak,Tak,Tak,,Tak,Nowe,11990,,,,,,,24 miesięcy,,,,,,,,,,,
5287,Osoby prywatnej,Motocykle,Malaguti,XSM,2020,3 000 km,50 cm3,3 KM,Łańcuch,Dwusuwowy,Benzyna,,Krosowy,Czarny,,,,Polska,Tak,Używane,14500,PKR11A2,Tak,Metalik,,Tak,Tak,,Tak,,,,,,,,,,
5288,Osoby prywatnej,Motocykle,Honda,CRF,2017,100 km,250 cm3,,,Czterosuwowy,Benzyna,Manualna,Krosowy,Czerwony,,,,,Tak,Używane,18500,,,,,,,,,,,,,,,,,,
5289,Firmy,Motocykle,Inny,Inny,2022,1 km,150 cm3,18 KM,,Czterosuwowy,Benzyna,Półautomatyczna,Quad,Inny kolor,Tak,Tak,,Polska,Tak,Nowe,7399,,,Metalik,,,,6 miesięcy,,,,,,,,,,,
5290,Osoby prywatnej,Motocykle,Yamaha,Virago,1998,16 000 km,535 cm3,,,,Benzyna,Manualna,Chopper,Czarny,,,,Szwecja,Tak,Używane,12900,BL,Tak,Metalik,20/09/2020,,,,,,,,,,,,,,
5291,Firmy,Motocykle,BMW,F,1998,34 604 km,650 cm3,47 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Biały,,Tak,,Szwajcaria,,Używane,9900,,,,01/06/1998,Tak,Tak,,,,,,,,,,,,
5292,Firmy,Motocykle,Can-Am,Outlander Max,2021,1 km,649 cm3,58 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,,,,,Tak,Nowe,76440,,,Matowy,,,,,,,,,,,,,,,
5293,Firmy,Motocykle,Can-Am,Outlander Max,2021,1 km,649 cm3,58 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Niebieski,Tak,Tak,,Kanada,Tak,Nowe,68705,,,Metalik,,,,,,,,,,,,,,,
5294,Firmy,Motocykle,Linhai,300,2021,1 km,275 cm3,19 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,Tak,Tak,,,Tak,Nowe,21990,,,,,,,24 miesięcy,,,,,,,,,,,
5295,Firmy,Motocykle,BMW,R,2021,1 km,1 800 cm3,91 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,Tak,Tak,,Polska,Tak,Nowe,150512,,,Metalik,,,,,,,22/10/2026,,,,,499 999 km,,,
5296,Firmy,Motocykle,BMW,R,1979,58 000 km,450 cm3,,,,Benzyna,,Turystyczny,Brązowy,,,,Niemcy,,Używane,13800,,,,,,,,,,,,,,,,,,
5297,Firmy,Motocykle,Suzuki,Intruder,1990,71 000 km,1 400 cm3,,Wał kardana,,Benzyna,Manualna,Chopper,Niebieski,,,,Holandia,Tak,Używane,15900,,,,,,,,,,,,,,,,,,
5298,Firmy,Motocykle,Kawasaki,Z,2004,42 000 km,750 cm3,100 KM,,Czterosuwowy,Benzyna,,Naked,Czarny,,,,,,Używane,12900,,Tak,Metalik,,,,,Tak,Tak,,,,,,,,,
5299,Firmy,Motocykle,Honda,Shadow,1995,48 000 km,1 100 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,,Tak,Używane,16800,,Tak,Metalik,,,,,Tak,Tak,,,,,,,,,
5300,Firmy,Motocykle,Yamaha,YBR,2009,24 000 km,125 cm3,,,,Benzyna,Manualna,Turystyczny,Srebrny,,,,,Tak,Używane,6500,,,Metalik,,,,,,Tak,,,,,,,,,
5301,Firmy,Motocykle,Yamaha,MT,2022,1 km,689 cm3,75 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Inny kolor,Tak,Tak,Tak,Polska,Tak,Nowe,34400,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
5302,Firmy,Motocykle,Honda,CBR,2005,45 000 km,1 000 cm3,170 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Czarny,Tak,,,Niemcy,,Używane,14950,,,Perłowy,10/10/2005,,,,,Tak,,,,,,,,,
5303,Osoby prywatnej,Motocykle,Triumph,Tiger,2015,80 030 km,800 cm3,98 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Biały,,,,Polska,Tak,Używane,32900,,Tak,Perłowy,04/08/2015,Tak,Tak,,,,,,,,,,,,
5304,Firmy,Motocykle,Honda,CBR,2010,41 000 km,125 cm3,14 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Inny kolor,,,,,,Używane,9500,,,,,,,,,Tak,,,,,,,,,
5305,Firmy,Motocykle,Honda,VF,1988,57 813 km,750 cm3,79 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,,,Używane,12500,,,,,,,,,Tak,,,,,,,,,
5306,Firmy,Motocykle,Suzuki,Marauder,2003,28 708 km,800 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Cruiser,Niebieski,Tak,,,Niemcy,,Używane,14600,GDA A11R,Tak,Metalik,,,,,,Tak,,,,,,,,,
5307,Firmy,Motocykle,Suzuki,Burgman,2013,43 000 km,650 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,Tak,,,,Tak,Używane,21600,,,Matowy,,,Tak,,,Tak,,,,,,,,,
5308,Firmy,Motocykle,Kymco,Xciting,2007,31 000 km,250 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Czerwony,,,,,Tak,Używane,6200,,,,,,,,,,,,,,,,,,
5309,Firmy,Motocykle,Honda,ST,2009,105 000 km,1 300 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Szary,Tak,,,,Tak,Używane,28800,,,Metalik,,,Tak,,,Tak,,,,,,,,,
5310,Firmy,Motocykle,Can-Am,Outlander Max,2021,1 km,649 cm3,58 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Niebieski,Tak,Tak,,Kanada,Tak,Nowe,84412,,,Metalik,,,,,,,,,,,,,,,
5311,Firmy,Motocykle,Can-Am,Outlander Max,2021,1 km,649 cm3,58 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,Tak,Tak,,Kanada,Tak,Nowe,84903,,,Matowy,,,,,,,,,,,,,,,
5312,Firmy,Motocykle,Can-Am,Outlander Max,2021,1 km,569 cm3,48 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Niebieski,Tak,Tak,,Kanada,Tak,Nowe,58968,,,Metalik,,,,,,,,,,,,,,,
5313,Firmy,Motocykle,Honda,CMX,2022,1 km,1 084 cm3,87 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Chopper,Brązowy,Tak,Tak,Tak,,Tak,Nowe,47300,,,,,,,24 miesięcy,,,,,,,,,,,
5314,Firmy,Motocykle,Honda,NSS,2022,1 km,745 cm3,58 KM,Łańcuch,Czterosuwowy,Benzyna,Automatyczna,Skuter,Niebieski,Tak,Tak,Tak,,Tak,Nowe,48900,,,,,,,24 miesięcy,,,,,,,,,,,
5315,Osoby prywatnej,Motocykle,Honda,Varadero,2006,40 700 km,125 cm3,15 KM,,,Benzyna,,Turystyczny,Złoty,,,,,Tak,Używane,13300,,Tak,,,,,,,,,,,,,,,,
5316,Firmy,Motocykle,Honda,CRF,2021,1 km,1 084 cm3,102 KM,Łańcuch,Czterosuwowy,Benzyna,Automatyczna,Turystyczny,Biały,Tak,Tak,Tak,,Tak,Nowe,74400,,,Metalik,,,,,,,,,,,,,,,
5317,Osoby prywatnej,Motocykle,Harley-Davidson,Street 750,2015,9 687 km,750 cm3,60 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Cruiser,Czarny,,,,,Tak,Używane,25000,WM917J,Tak,Matowy,25/06/2015,,,,Tak,,,,,,,,,,
5318,Firmy,Motocykle,Yamaha,MT,2021,1 km,847 cm3,115 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Niebieski,Tak,,Tak,,Tak,Nowe,46900,,,,,,,,,,,,,,,,,,
5319,Firmy,Motocykle,Yamaha,X-max,2021,1 km,124 cm3,14 KM,,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,Tak,,Tak,,Tak,Nowe,24799,,,,,,,,,,,,,,,,,,
5320,Firmy,Motocykle,Yamaha,X-max,2021,1 km,292 cm3,28 KM,,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,Tak,,Tak,,Tak,Nowe,29300,,,Matowy,,,,,,,,,,,,,,,
5321,Firmy,Motocykle,Yamaha,MT,2021,1 km,847 cm3,115 KM,Łańcuch,,Benzyna,Manualna,Naked,Czarny,Tak,,Tak,,Tak,Nowe,55400,,,,,,,,,,,,,,,,,,
5322,Firmy,Motocykle,Yamaha,X-max,2021,1 km,124 cm3,14 KM,,Czterosuwowy,Benzyna,Automatyczna,Skuter,Srebrny,Tak,,Tak,,Tak,Nowe,22999,,,Matowy,,,,,,,,,,,,,,,
5323,Firmy,Motocykle,Yamaha,X-max,2021,1 km,124 cm3,14 KM,,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,Tak,,Tak,,Tak,Nowe,24799,,,,,,,,,,,,,,,,,,
5324,Firmy,Motocykle,Yamaha,NMAX,2021,1 km,124 cm3,12 KM,,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,Tak,,Tak,,Tak,Nowe,15799,,,,,,,,,,,,,,,,,,
5325,Firmy,Motocykle,Yamaha,NMAX,2021,1 km,124 cm3,12 KM,,Czterosuwowy,Benzyna,Automatyczna,Skuter,Czerwony,Tak,,Tak,,Tak,Nowe,15799,,,Matowy,,,,,,,,,,,,,,,
5326,Firmy,Motocykle,Honda,C,2021,1 km,125 cm3,14 KM,,,Benzyna,Automatyczna,Skuter,Biały,Tak,,Tak,,Tak,Nowe,23500,,,,,,,,,,,,,,,,,,
5327,Firmy,Motocykle,KSR Moto,Classic 50,2019,5 433 km,49 cm3,,Pas napędowy,,Benzyna,Automatyczna,Skuter,Czarny,,,,,,Używane,990,,,Metalik,,,,,,Tak,,,,,,,,,
5328,Osoby prywatnej,Motocykle,Kawasaki,Vulcan,2004,50 000 km,1 552 cm3,67 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Cruiser,Bordowy,,,,,Tak,Używane,22000,,Tak,Perłowy,16/11/2010,,,,,,,,,,,,,,
5329,Firmy,Motocykle,Honda,ST,2002,81 000 km,1 300 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Szary,,,,,Tak,Używane,19900,,,Metalik,,,,,,Tak,,,,,,,,,
5330,Osoby prywatnej,Motocykle,Yamaha,MT,2019,10 908 km,125 cm3,15 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Niebieski,,,,Polska,Tak,Używane,21000,CTU56K8,Tak,Metalik,,Tak,Tak,,,,,,,,,,,,
5331,Firmy,Motocykle,Inny,Inny,2021,1 km,110 cm3,9 KM,,Czterosuwowy,Benzyna,,Quad,Inny kolor,Tak,Tak,Tak,,Tak,Nowe,6899,,,Metalik,,,,,,,,,,,,,,,
5332,Firmy,Motocykle,Inny,Inny,2021,1 km,125 cm3,15 KM,,Czterosuwowy,Benzyna,Manualna,Sportowy,Inny kolor,Tak,Tak,Tak,,Tak,Nowe,16499,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
5333,Firmy,Motocykle,Junak,M,2021,1 km,125 cm3,10 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Inny kolor,Tak,Tak,Tak,,Tak,Nowe,12499,,,,,,,24 miesięcy,,,,,,,,,,,
5334,Firmy,Motocykle,Junak,902,2021,1 km,50 cm3,3 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Motorower,Czarny,Tak,Tak,,,Tak,Nowe,6699,,,Metalik,,,,,,,,,,,,,,,
5335,Firmy,Motocykle,Inny,Inny,2021,1 km,125 cm3,14 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Krosowy,Czarny,Tak,Tak,,,Tak,Nowe,4799,,,Metalik,,,,,,,,,,,,,,,
5336,Firmy,Motocykle,Junak,Inny,2020,1 km,50 cm3,3 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Motorower,Czarny,Tak,Tak,,,Tak,Używane,7499,,,Matowy,,,,,,,,,,,,,,,
5337,Firmy,Motocykle,Inny,Inny,2021,1 km,110 cm3,9 KM,Łańcuch,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,Tak,Tak,Tak,,Tak,Nowe,7499,,,,,,,24 miesięcy,,,,,,,,,,,
5338,Firmy,Motocykle,Junak,M,2021,1 km,125 cm3,11 KM,Łańcuch,,Benzyna,Manualna,Chopper,Czarny,Tak,Tak,Tak,Inny,Tak,Nowe,15999,,,Metalik,,,,,,Tak,,,,,,,,,
5339,Osoby prywatnej,Motocykle,Kawasaki,ZX,1994,32 000 km,599 cm3,96 KM,,,Benzyna,Manualna,Sportowy,Inny kolor,,,,,,Używane,2990,,Tak,,,,,,,Tak,,,,,,,Tak,,
5340,Osoby prywatnej,Motocykle,Triumph,Speed Triple,2010,10 000 km,675 cm3,102 KM,Łańcuch,,Benzyna,,Naked,Czarny,,,,,,Używane,6900,WZY47V3,Tak,,21/01/2010,,,,,Tak,,,,,,,Tak,,
5341,Osoby prywatnej,Motocykle,Honda,CBR,2007,30 000 km,999 cm3,180 KM,Łańcuch,,Benzyna,Manualna,Sportowy,Inny kolor,,,,,,Używane,9200,N6LOVE,Tak,,01/01/2007,,,,,Tak,,,,,,,Tak,,
5342,Osoby prywatnej,Motocykle,Kawasaki,GTR,2019,26 250 km,1 400 cm3,155 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Srebrny,,,,,,Używane,57900,,Tak,Matowy,01/01/2019,,,,,,,,,,,,,,
5343,Firmy,Motocykle,Polaris,Ranger,2022,1 km,999 cm3,110 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Żółty,Tak,Tak,Tak,,Tak,Nowe,129999,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
